GsH_ft,Q_cfs
21.93,269000
21.94,269000
21.95,270000
21.96,270000
21.97,270000
21.98,270000
21.99,270000
22,270000
22.01,271000
22.02,271000
22.03,271000
22.04,271000
22.05,271000
22.06,271000
22.07,272000
22.08,272000
22.09,272000
22.1,272000
22.11,272000
22.12,273000
22.13,273000
22.14,273000
22.15,273000
22.16,273000
22.17,273000
22.18,274000
22.19,274000
22.2,274000
22.21,274000
22.22,274000
22.23,274000
22.24,275000
22.25,275000
22.26,275000
22.27,275000
22.28,275000
22.29,275000
22.3,276000
22.31,276000
22.32,276000
22.33,276000
22.34,276000
22.35,277000
22.36,277000
22.37,277000
22.38,277000
22.39,277000
22.4,277000
22.41,278000
22.42,278000
22.43,278000
22.44,278000
22.45,278000
22.46,278000
22.47,279000
22.48,279000
22.49,279000
22.5,279000
22.51,279000
22.52,279000
22.53,280000
22.54,280000
22.55,280000
22.56,280000
22.57,280000
22.58,281000
22.59,281000
22.6,281000
22.61,281000
22.62,281000
22.63,281000
22.64,282000
22.65,282000
22.66,282000
22.67,282000
22.68,282000
22.69,282000
22.7,283000
22.71,283000
22.72,283000
22.73,283000
22.74,283000
22.75,284000
22.76,284000
22.77,284000
22.78,284000
22.79,284000
22.8,284000
22.81,285000
22.82,285000
22.83,285000
22.84,285000
22.85,285000
22.86,286000
22.87,286000
22.88,286000
22.89,286000
22.9,286000
22.91,286000
22.92,287000
22.93,287000
22.94,287000
22.95,287000
22.96,287000
22.97,287000
22.98,288000
22.99,288000
23,288000
23.01,288000
23.02,288000
23.03,289000
23.04,289000
23.05,289000
23.06,289000
23.07,289000
23.08,289000
23.09,290000
23.1,290000
23.11,290000
23.12,290000
23.13,290000
23.14,291000
23.15,291000
23.16,291000
23.17,291000
23.18,291000
23.19,291000
23.2,292000
23.21,292000
23.22,292000
23.23,292000
23.24,292000
23.25,293000
23.26,293000
23.27,293000
23.28,293000
23.29,293000
23.3,293000
23.31,294000
23.32,294000
23.33,294000
23.34,294000
23.35,294000
23.36,295000
23.37,295000
23.38,295000
23.39,295000
23.4,295000
23.41,295000
23.42,296000
23.43,296000
23.44,296000
23.45,296000
23.46,296000
23.47,297000
23.48,297000
23.49,297000
23.5,297000
23.51,297000
23.52,297000
23.53,298000
23.54,298000
23.55,298000
23.56,298000
23.57,298000
23.58,299000
23.59,299000
23.6,299000
23.61,299000
23.62,299000
23.63,299000
23.64,300000
23.65,300000
23.66,300000
23.67,300000
23.68,300000
23.69,301000
23.7,301000
23.71,301000
23.72,301000
23.73,301000
23.74,302000
23.75,302000
23.76,302000
23.77,302000
23.78,302000
23.79,302000
23.8,303000
23.81,303000
23.82,303000
23.83,303000
23.84,303000
23.85,304000
23.86,304000
23.87,304000
23.88,304000
23.89,304000
23.9,305000
23.91,305000
23.92,305000
23.93,305000
23.94,305000
23.95,305000
23.96,306000
23.97,306000
23.98,306000
23.99,306000
24,306000
24.01,307000
24.02,307000
24.03,307000
24.04,307000
24.05,307000
24.06,308000
24.07,308000
24.08,308000
24.09,308000
24.1,308000
24.11,308000
24.12,309000
24.13,309000
24.14,309000
24.15,309000
24.16,309000
24.17,310000
24.18,310000
24.19,310000
24.2,310000
24.21,310000
24.22,311000
24.23,311000
24.24,311000
24.25,311000
24.26,311000
24.27,311000
24.28,312000
24.29,312000
24.3,312000
24.31,312000
24.32,312000
24.33,313000
24.34,313000
24.35,313000
24.36,313000
24.37,313000
24.38,314000
24.39,314000
24.4,314000
24.41,314000
24.42,314000
24.43,315000
24.44,315000
24.45,315000
24.46,315000
24.47,315000
24.48,316000
24.49,316000
24.5,316000
24.51,316000
24.52,316000
24.53,316000
24.54,317000
24.55,317000
24.56,317000
24.57,317000
24.58,317000
24.59,318000
24.6,318000
24.61,318000
24.62,318000
24.63,318000
24.64,319000
24.65,319000
24.66,319000
24.67,319000
24.68,319000
24.69,320000
24.7,320000
24.71,320000
24.72,320000
24.73,320000
24.74,321000
24.75,321000
24.76,321000
24.77,321000
24.78,321000
24.79,322000
24.8,322000
24.81,322000
24.82,322000
24.83,322000
24.84,322000
24.85,323000
24.86,323000
24.87,323000
24.88,323000
24.89,323000
24.9,324000
24.91,324000
24.92,324000
24.93,324000
24.94,324000
24.95,325000
24.96,325000
24.97,325000
24.98,325000
24.99,325000
25,326000
25.01,326000
25.02,326000
25.03,326000
25.04,326000
25.05,327000
25.06,327000
25.07,327000
25.08,327000
25.09,327000
25.1,328000
25.11,328000
25.12,328000
25.13,328000
25.14,328000
25.15,329000
25.16,329000
25.17,329000
25.18,329000
25.19,329000
25.2,330000
25.21,330000
25.22,330000
25.23,330000
25.24,330000
25.25,331000
25.26,331000
25.27,331000
25.28,331000
25.29,331000
25.3,332000
25.31,332000
25.32,332000
25.33,332000
25.34,332000
25.35,333000
25.36,333000
25.37,333000
25.38,333000
25.39,333000
25.4,334000
25.41,334000
25.42,334000
25.43,334000
25.44,334000
25.45,335000
25.46,335000
25.47,335000
25.48,335000
25.49,335000
25.5,336000
25.51,336000
25.52,336000
25.53,336000
25.54,336000
25.55,337000
25.56,337000
25.57,337000
25.58,337000
25.59,337000
25.6,338000
25.61,338000
25.62,338000
25.63,338000
25.64,338000
25.65,339000
25.66,339000
25.67,339000
25.68,339000
25.69,339000
25.7,340000
25.71,340000
25.72,340000
25.73,340000
25.74,340000
25.75,341000
25.76,341000
25.77,341000
25.78,341000
25.79,341000
25.8,342000
25.81,342000
25.82,342000
25.83,342000
25.84,342000
25.85,343000
25.86,343000
25.87,343000
25.88,343000
25.89,343000
25.9,344000
25.91,344000
25.92,344000
25.93,344000
25.94,344000
25.95,345000
25.96,345000
25.97,345000
25.98,345000
25.99,345000
26,346000
26.01,346000
26.02,346000
26.03,346000
26.04,346000
26.05,347000
26.06,347000
26.07,347000
26.08,347000
26.09,348000
26.1,348000
26.11,348000
26.12,348000
26.13,348000
26.14,349000
26.15,349000
26.16,349000
26.17,349000
26.18,349000
26.19,350000
26.2,350000
26.21,350000
26.22,350000
26.23,350000
26.24,351000
26.25,351000
26.26,351000
26.27,351000
26.28,351000
26.29,352000
26.3,352000
26.31,352000
26.32,352000
26.33,352000
26.34,353000
26.35,353000
26.36,353000
26.37,353000
26.38,354000
26.39,354000
26.4,354000
26.41,354000
26.42,354000
26.43,355000
26.44,355000
26.45,355000
26.46,355000
26.47,355000
26.48,356000
26.49,356000
26.5,356000
26.51,356000
26.52,356000
26.53,357000
26.54,357000
26.55,357000
26.56,357000
26.57,358000
26.58,358000
26.59,358000
26.6,358000
26.61,358000
26.62,359000
26.63,359000
26.64,359000
26.65,359000
26.66,359000
26.67,360000
26.68,360000
26.69,360000
26.7,360000
26.71,360000
26.72,361000
26.73,361000
26.74,361000
26.75,361000
26.76,362000
26.77,362000
26.78,362000
26.79,362000
26.8,362000
26.81,363000
26.82,363000
26.83,363000
26.84,363000
26.85,363000
26.86,364000
26.87,364000
26.88,364000
26.89,364000
26.9,364000
26.91,365000
26.92,365000
26.93,365000
26.94,365000
26.95,366000
26.96,366000
26.97,366000
26.98,366000
26.99,366000
27,367000
27.01,367000
27.02,367000
27.03,367000
27.04,367000
27.05,368000
27.06,368000
27.07,368000
27.08,368000
27.09,369000
27.1,369000
27.11,369000
27.12,369000
27.13,369000
27.14,370000
27.15,370000
27.16,370000
27.17,370000
27.18,370000
27.19,371000
27.2,371000
27.21,371000
27.22,371000
27.23,372000
27.24,372000
27.25,372000
27.26,372000
27.27,372000
27.28,373000
27.29,373000
27.3,373000
27.31,373000
27.32,374000
27.33,374000
27.34,374000
27.35,374000
27.36,374000
27.37,375000
27.38,375000
27.39,375000
27.4,375000
27.41,375000
27.42,376000
27.43,376000
27.44,376000
27.45,376000
27.46,377000
27.47,377000
27.48,377000
27.49,377000
27.5,377000
27.51,378000
27.52,378000
27.53,378000
27.54,378000
27.55,379000
27.56,379000
27.57,379000
27.58,379000
27.59,379000
27.6,380000
27.61,380000
27.62,380000
27.63,380000
27.64,381000
27.65,381000
27.66,381000
27.67,381000
27.68,381000
27.69,382000
27.7,382000
27.71,382000
27.72,382000
27.73,382000
27.74,383000
27.75,383000
27.76,383000
27.77,383000
27.78,384000
27.79,384000
27.8,384000
27.81,384000
27.82,384000
27.83,385000
27.84,385000
27.85,385000
27.86,385000
27.87,386000
27.88,386000
27.89,386000
27.9,386000
27.91,386000
27.92,387000
27.93,387000
27.94,387000
27.95,387000
27.96,388000
27.97,388000
27.98,388000
27.99,388000
28,388000
28.01,389000
28.02,389000
28.03,389000
28.04,389000
28.05,390000
28.06,390000
28.07,390000
28.08,390000
28.09,390000
28.1,391000
28.11,391000
28.12,391000
28.13,391000
28.14,392000
28.15,392000
28.16,392000
28.17,392000
28.18,393000
28.19,393000
28.2,393000
28.21,393000
28.22,393000
28.23,394000
28.24,394000
28.25,394000
28.26,394000
28.27,395000
28.28,395000
28.29,395000
28.3,395000
28.31,395000
28.32,396000
28.33,396000
28.34,396000
28.35,396000
28.36,397000
28.37,397000
28.38,397000
28.39,397000
28.4,397000
28.41,398000
28.42,398000
28.43,398000
28.44,398000
28.45,399000
28.46,399000
28.47,399000
28.48,399000
28.49,400000
28.5,400000
28.51,400000
28.52,400000
28.53,400000
28.54,401000
28.55,401000
28.56,401000
28.57,401000
28.58,402000
28.59,402000
28.6,402000
28.61,402000
28.62,402000
28.63,403000
28.64,403000
28.65,403000
28.66,403000
28.67,404000
28.68,404000
28.69,404000
28.7,404000
28.71,405000
28.72,405000
28.73,405000
28.74,405000
28.75,405000
28.76,406000
28.77,406000
28.78,406000
28.79,406000
28.8,407000
28.81,407000
28.82,407000
28.83,407000
28.84,408000
28.85,408000
28.86,408000
28.87,408000
28.88,408000
28.89,409000
28.9,409000
28.91,409000
28.92,409000
28.93,410000
28.94,410000
28.95,410000
28.96,410000
28.97,411000
28.98,411000
28.99,411000
29,411000
29.01,411000
29.02,412000
29.03,412000
29.04,412000
29.05,412000
29.06,413000
29.07,413000
29.08,413000
29.09,413000
29.1,414000
29.11,414000
29.12,414000
29.13,414000
29.14,415000
29.15,415000
29.16,415000
29.17,415000
29.18,415000
29.19,416000
29.2,416000
29.21,416000
29.22,416000
29.23,417000
29.24,417000
29.25,417000
29.26,417000
29.27,418000
29.28,418000
29.29,418000
29.3,418000
29.31,419000
29.32,419000
29.33,419000
29.34,419000
29.35,419000
29.36,420000
29.37,420000
29.38,420000
29.39,420000
29.4,421000
29.41,421000
29.42,421000
29.43,421000
29.44,422000
29.45,422000
29.46,422000
29.47,422000
29.48,423000
29.49,423000
29.5,423000
29.51,423000
29.52,423000
29.53,424000
29.54,424000
29.55,424000
29.56,424000
29.57,425000
29.58,425000
29.59,425000
29.6,425000
29.61,426000
29.62,426000
29.63,426000
29.64,426000
29.65,427000
29.66,427000
29.67,427000
29.68,427000
29.69,428000
29.7,428000
29.71,428000
29.72,428000
29.73,428000
29.74,429000
29.75,429000
29.76,429000
29.77,429000
29.78,430000
29.79,430000
29.8,430000
29.81,430000
29.82,431000
29.83,431000
29.84,431000
29.85,431000
29.86,432000
29.87,432000
29.88,432000
29.89,432000
29.9,433000
29.91,433000
29.92,433000
29.93,433000
29.94,434000
29.95,434000
29.96,434000
29.97,434000
29.98,435000
29.99,435000
30,435000
30.01,435000
30.02,435000
30.03,436000
30.04,436000
30.05,436000
30.06,436000
30.07,437000
30.08,437000
30.09,437000
30.1,437000
30.11,438000
30.12,438000
30.13,438000
30.14,438000
30.15,439000
30.16,439000
30.17,439000
30.18,440000
30.19,440000
30.2,440000
30.21,440000
30.22,441000
30.23,441000
30.24,441000
30.25,441000
30.26,442000
30.27,442000
30.28,442000
30.29,442000
30.3,443000
30.31,443000
30.32,443000
30.33,443000
30.34,444000
30.35,444000
30.36,444000
30.37,444000
30.38,445000
30.39,445000
30.4,445000
30.41,445000
30.42,446000
30.43,446000
30.44,446000
30.45,446000
30.46,447000
30.47,447000
30.48,447000
30.49,447000
30.5,448000
30.51,448000
30.52,448000
30.53,448000
30.54,449000
30.55,449000
30.56,449000
30.57,449000
30.58,450000
30.59,450000
30.6,450000
30.61,450000
30.62,451000
30.63,451000
30.64,451000
30.65,451000
30.66,452000
30.67,452000
30.68,452000
30.69,452000
30.7,453000
30.71,453000
30.72,453000
30.73,453000
30.74,454000
30.75,454000
30.76,454000
30.77,455000
30.78,455000
30.79,455000
30.8,455000
30.81,456000
30.82,456000
30.83,456000
30.84,456000
30.85,457000
30.86,457000
30.87,457000
30.88,457000
30.89,458000
30.9,458000
30.91,458000
30.92,458000
30.93,459000
30.94,459000
30.95,459000
30.96,459000
30.97,460000
30.98,460000
30.99,460000
31,460000
31.01,461000
31.02,461000
31.03,461000
31.04,461000
31.05,462000
31.06,462000
31.07,462000
31.08,463000
31.09,463000
31.1,463000
31.11,463000
31.12,464000
31.13,464000
31.14,464000
31.15,464000
31.16,465000
31.17,465000
31.18,465000
31.19,465000
31.2,466000
31.21,466000
31.22,466000
31.23,466000
31.24,467000
31.25,467000
31.26,467000
31.27,468000
31.28,468000
31.29,468000
31.3,468000
31.31,469000
31.32,469000
31.33,469000
31.34,469000
31.35,470000
31.36,470000
31.37,470000
31.38,470000
31.39,471000
31.4,471000
31.41,471000
31.42,471000
31.43,472000
31.44,472000
31.45,472000
31.46,473000
31.47,473000
31.48,473000
31.49,473000
31.5,474000
31.51,474000
31.52,474000
31.53,474000
31.54,475000
31.55,475000
31.56,475000
31.57,475000
31.58,476000
31.59,476000
31.6,476000
31.61,476000
31.62,477000
31.63,477000
31.64,477000
31.65,478000
31.66,478000
31.67,478000
31.68,478000
31.69,479000
31.7,479000
31.71,479000
31.72,479000
31.73,480000
31.74,480000
31.75,480000
31.76,481000
31.77,481000
31.78,481000
31.79,481000
31.8,482000
31.81,482000
31.82,482000
31.83,482000
31.84,483000
31.85,483000
31.86,483000
31.87,483000
31.88,484000
31.89,484000
31.9,484000
31.91,485000
31.92,485000
31.93,485000
31.94,485000
31.95,486000
31.96,486000
31.97,486000
31.98,486000
31.99,487000
32,487000
32.01,487000
32.02,488000
32.03,488000
32.04,488000
32.05,488000
32.06,489000
32.07,489000
32.08,489000
32.09,489000
32.1,490000
32.11,490000
32.12,490000
32.13,490000
32.14,491000
32.15,491000
32.16,491000
32.17,492000
32.18,492000
32.19,492000
32.2,492000
32.21,493000
32.22,493000
32.23,493000
32.24,493000
32.25,494000
32.26,494000
32.27,494000
32.28,495000
32.29,495000
32.3,495000
32.31,495000
32.32,496000
32.33,496000
32.34,496000
32.35,497000
32.36,497000
32.37,497000
32.38,497000
32.39,498000
32.4,498000
32.41,498000
32.42,498000
32.43,499000
32.44,499000
32.45,499000
32.46,500000
32.47,500000
32.48,500000
32.49,500000
32.5,501000
32.51,501000
32.52,501000
32.53,501000
32.54,502000
32.55,502000
32.56,502000
32.57,503000
32.58,503000
32.59,503000
32.6,503000
32.61,504000
32.62,504000
32.63,504000
32.64,505000
32.65,505000
32.66,505000
32.67,505000
32.68,506000
32.69,506000
32.7,506000
32.71,506000
32.72,507000
32.73,507000
32.74,507000
32.75,508000
32.76,508000
32.77,508000
32.78,508000
32.79,509000
32.8,509000
32.81,509000
32.82,510000
32.83,510000
32.84,510000
32.85,510000
32.86,511000
32.87,511000
32.88,511000
32.89,511000
32.9,512000
32.91,512000
32.92,512000
32.93,513000
32.94,513000
32.95,513000
32.96,513000
32.97,514000
32.98,514000
32.99,514000
33,515000
33.01,515000
33.02,515000
33.03,515000
33.04,516000
33.05,516000
33.06,516000
33.07,517000
33.08,517000
33.09,517000
33.1,517000
33.11,518000
33.12,518000
33.13,518000
33.14,519000
33.15,519000
33.16,519000
33.17,519000
33.18,520000
33.19,520000
33.2,520000
33.21,521000
33.22,521000
33.23,521000
33.24,521000
33.25,522000
33.26,522000
33.27,522000
33.28,523000
33.29,523000
33.3,523000
33.31,523000
33.32,524000
33.33,524000
33.34,524000
33.35,525000
33.36,525000
33.37,525000
33.38,525000
33.39,526000
33.4,526000
33.41,526000
33.42,527000
33.43,527000
33.44,527000
33.45,527000
33.46,528000
33.47,528000
33.48,528000
33.49,529000
33.5,529000
33.51,529000
33.52,529000
33.53,530000
33.54,530000
33.55,530000
33.56,531000
33.57,531000
33.58,531000
33.59,531000
33.6,532000
33.61,532000
33.62,532000
33.63,533000
33.64,533000
33.65,533000
33.66,533000
33.67,534000
33.68,534000
33.69,534000
33.7,535000
33.71,535000
33.72,535000
33.73,535000
33.74,536000
33.75,536000
33.76,536000
33.77,537000
33.78,537000
33.79,537000
33.8,537000
33.81,538000
33.82,538000
33.83,538000
33.84,539000
33.85,539000
33.86,539000
33.87,540000
33.88,540000
33.89,540000
33.9,540000
33.91,541000
33.92,541000
33.93,541000
33.94,542000
33.95,542000
33.96,542000
33.97,542000
33.98,543000
33.99,543000
34,543000
34.01,544000
34.02,544000
34.03,544000
34.04,545000
34.05,545000
34.06,545000
34.07,545000
34.08,546000
34.09,546000
34.1,546000
34.11,547000
34.12,547000
34.13,547000
34.14,547000
34.15,548000
34.16,548000
34.17,548000
34.18,549000
34.19,549000
34.2,549000
34.21,550000
34.22,550000
34.23,550000
34.24,550000
34.25,551000
34.26,551000
34.27,551000
34.28,552000
34.29,552000
34.3,552000
34.31,552000
34.32,553000
34.33,553000
34.34,553000
34.35,554000
34.36,554000
34.37,554000
34.38,555000
34.39,555000
34.4,555000
34.41,555000
34.42,556000
34.43,556000
34.44,556000
34.45,557000
34.46,557000
34.47,557000
34.48,558000
34.49,558000
34.5,558000
34.51,558000
34.52,559000
34.53,559000
34.54,559000
34.55,560000
34.56,560000
34.57,560000
34.58,561000
34.59,561000
34.6,561000
34.61,561000
34.62,562000
34.63,562000
34.64,562000
34.65,563000
34.66,563000
34.67,563000
34.68,564000
34.69,564000
34.7,564000
34.71,564000
34.72,565000
34.73,565000
34.74,565000
34.75,566000
34.76,566000
34.77,566000
34.78,567000
34.79,567000
34.8,567000
34.81,567000
34.82,568000
34.83,568000
34.84,568000
34.85,569000
34.86,569000
34.87,569000
34.88,570000
34.89,570000
34.9,570000
34.91,571000
34.92,571000
34.93,571000
34.94,571000
34.95,572000
34.96,572000
34.97,572000
34.98,573000
34.99,573000
35,573000
35.01,574000
35.02,574000
35.03,574000
35.04,574000
35.05,575000
35.06,575000
35.07,575000
35.08,576000
35.09,576000
35.1,576000
35.11,577000
35.12,577000
35.13,577000
35.14,578000
35.15,578000
35.16,578000
35.17,578000
35.18,579000
35.19,579000
35.2,579000
35.21,580000
35.22,580000
35.23,580000
35.24,581000
35.25,581000
35.26,581000
35.27,582000
35.28,582000
35.29,582000
35.3,582000
35.31,583000
35.32,583000
35.33,583000
35.34,584000
35.35,584000
35.36,584000
35.37,585000
35.38,585000
35.39,585000
35.4,586000
35.41,586000
35.42,586000
35.43,586000
35.44,587000
35.45,587000
35.46,587000
35.47,588000
35.48,588000
35.49,588000
35.5,589000
35.51,589000
35.52,589000
35.53,590000
35.54,590000
35.55,590000
35.56,591000
35.57,591000
35.58,591000
35.59,591000
35.6,592000
35.61,592000
35.62,592000
35.63,593000
35.64,593000
35.65,593000
35.66,594000
35.67,594000
35.68,594000
35.69,595000
35.7,595000
35.71,595000
35.72,596000
35.73,596000
35.74,596000
35.75,596000
35.76,597000
35.77,597000
35.78,597000
35.79,598000
35.8,598000
35.81,598000
35.82,599000
35.83,599000
35.84,599000
35.85,600000
35.86,600000
35.87,600000
35.88,601000
35.89,601000
35.9,601000
35.91,601000
35.92,602000
35.93,602000
35.94,602000
35.95,603000
35.96,603000
35.97,603000
35.98,604000
35.99,604000
36,604000
36.01,605000
36.02,605000
36.03,605000
36.04,606000
36.05,606000
36.06,606000
36.07,607000
36.08,607000
36.09,607000
36.1,608000
36.11,608000
36.12,608000
36.13,608000
36.14,609000
36.15,609000
36.16,609000
36.17,610000
36.18,610000
36.19,610000
36.2,611000
36.21,611000
36.22,611000
36.23,612000
36.24,612000
36.25,612000
36.26,613000
36.27,613000
36.28,613000
36.29,614000
36.3,614000
36.31,614000
36.32,615000
36.33,615000
36.34,615000
36.35,616000
36.36,616000
36.37,616000
36.38,616000
36.39,617000
36.4,617000
36.41,617000
36.42,618000
36.43,618000
36.44,618000
36.45,619000
36.46,619000
36.47,619000
36.48,620000
36.49,620000
36.5,620000
36.51,621000
36.52,621000
36.53,621000
36.54,622000
36.55,622000
36.56,622000
36.57,623000
36.58,623000
36.59,623000
36.6,624000
36.61,624000
36.62,624000
36.63,625000
36.64,625000
36.65,625000
36.66,626000
36.67,626000
36.68,626000
36.69,626000
36.7,627000
36.71,627000
36.72,627000
36.73,628000
36.74,628000
36.75,628000
36.76,629000
36.77,629000
36.78,629000
36.79,630000
36.8,630000
36.81,630000
36.82,631000
36.83,631000
36.84,631000
36.85,632000
36.86,632000
36.87,632000
36.88,633000
36.89,633000
36.9,633000
36.91,634000
36.92,634000
36.93,634000
36.94,635000
36.95,635000
36.96,635000
36.97,636000
36.98,636000
36.99,636000
37,637000
37.01,637000
37.02,637000
37.03,638000
37.04,638000
37.05,638000
37.06,639000
37.07,639000
37.08,639000
37.09,640000
37.1,640000
37.11,640000
37.12,641000
37.13,641000
37.14,641000
37.15,642000
37.16,642000
37.17,642000
37.18,643000
37.19,643000
37.2,643000
37.21,644000
37.22,644000
37.23,644000
37.24,645000
37.25,645000
37.26,645000
37.27,646000
37.28,646000
37.29,646000
37.3,647000
37.31,647000
37.32,647000
37.33,648000
37.34,648000
37.35,648000
37.36,649000
37.37,649000
37.38,649000
37.39,650000
37.4,650000
37.41,650000
37.42,651000
37.43,651000
37.44,651000
37.45,652000
37.46,652000
37.47,652000
37.48,653000
37.49,653000
37.5,653000
37.51,654000
37.52,654000
37.53,654000
37.54,655000
37.55,655000
37.56,655000
37.57,656000
37.58,656000
37.59,656000
37.6,657000
37.61,657000
37.62,657000
37.63,658000
37.64,658000
37.65,658000
37.66,659000
37.67,659000
37.68,659000
37.69,660000
37.7,660000
37.71,660000
37.72,661000
37.73,661000
37.74,661000
37.75,661000
37.76,662000
37.77,662000
37.78,662000
37.79,663000
37.8,663000
37.81,663000
37.82,663000
37.83,664000
37.84,664000
37.85,664000
37.86,665000
37.87,665000
37.88,665000
37.89,665000
37.9,666000
37.91,666000
37.92,666000
37.93,667000
37.94,667000
37.95,667000
37.96,668000
37.97,668000
37.98,668000
37.99,668000
38,669000
38.01,669000
38.02,669000
38.03,670000
38.04,670000
38.05,670000
38.06,670000
38.07,671000
38.08,671000
38.09,671000
38.1,672000
38.11,672000
38.12,672000
38.13,672000
38.14,673000
38.15,673000
38.16,673000
38.17,674000
38.18,674000
38.19,674000
38.2,675000
38.21,675000
38.22,675000
38.23,675000
38.24,676000
38.25,676000
38.26,676000
38.27,677000
38.28,677000
38.29,677000
38.3,677000
38.31,678000
38.32,678000
38.33,678000
38.34,679000
38.35,679000
38.36,679000
38.37,680000
38.38,680000
38.39,680000
38.4,680000
38.41,681000
38.42,681000
38.43,681000
38.44,682000
38.45,682000
38.46,682000
38.47,682000
38.48,683000
38.49,683000
38.5,683000
38.51,684000
38.52,684000
38.53,684000
38.54,685000
38.55,685000
38.56,685000
38.57,685000
38.58,686000
38.59,686000
38.6,686000
38.61,687000
38.62,687000
38.63,687000
38.64,688000
38.65,688000
38.66,688000
38.67,688000
38.68,689000
38.69,689000
38.7,689000
38.71,690000
38.72,690000
38.73,690000
38.74,690000
38.75,691000
38.76,691000
38.77,691000
38.78,692000
38.79,692000
38.8,692000
38.81,693000
38.82,693000
38.83,693000
38.84,693000
38.85,694000
38.86,694000
38.87,694000
38.88,695000
38.89,695000
38.9,695000
38.91,696000
38.92,696000
38.93,696000
38.94,696000
38.95,697000
38.96,697000
38.97,697000
38.98,698000
38.99,698000
39,698000
39.01,699000
39.02,699000
39.03,699000
39.04,699000
39.05,700000
39.06,700000
39.07,700000
39.08,701000
39.09,701000
39.1,701000
39.11,702000
39.12,702000
39.13,702000
39.14,702000
39.15,703000
39.16,703000
39.17,703000
39.18,704000
39.19,704000
39.2,704000
39.21,705000
39.22,705000
39.23,705000
39.24,705000
39.25,706000
39.26,706000
39.27,706000
39.28,707000
39.29,707000
39.3,707000
39.31,708000
39.32,708000
39.33,708000
39.34,708000
39.35,709000
39.36,709000
39.37,709000
39.38,710000
39.39,710000
39.4,710000
39.41,711000
39.42,711000
39.43,711000
39.44,712000
39.45,712000
39.46,712000
39.47,712000
39.48,713000
39.49,713000
39.5,713000
39.51,714000
39.52,714000
39.53,714000
39.54,715000
39.55,715000
39.56,715000
39.57,715000
39.58,716000
39.59,716000
39.6,716000
39.61,717000
39.62,717000
39.63,717000
39.64,718000
39.65,718000
39.66,718000
39.67,719000
39.68,719000
39.69,719000
39.7,719000
39.71,720000
39.72,720000
39.73,720000
39.74,721000
39.75,721000
39.76,721000
39.77,722000
39.78,722000
39.79,722000
39.8,723000
39.81,723000
39.82,723000
39.83,723000
39.84,724000
39.85,724000
39.86,724000
39.87,725000
39.88,725000
39.89,725000
39.9,726000
39.91,726000
39.92,726000
39.93,727000
39.94,727000
39.95,727000
39.96,727000
39.97,728000
39.98,728000
39.99,728000
40,729000
40.01,729000
40.02,729000
40.03,730000
40.04,730000
40.05,730000
40.06,731000
40.07,731000
40.08,731000
40.09,731000
40.1,732000
40.11,732000
40.12,732000
40.13,733000
40.14,733000
40.15,733000
40.16,734000
40.17,734000
40.18,734000
40.19,735000
40.2,735000
40.21,735000
40.22,735000
40.23,736000
40.24,736000
40.25,736000
40.26,737000
40.27,737000
40.28,737000
40.29,738000
40.3,738000
40.31,738000
40.32,739000
40.33,739000
40.34,739000
40.35,740000
40.36,740000
40.37,740000
40.38,740000
40.39,741000
40.4,741000
40.41,741000
40.42,742000
40.43,742000
40.44,742000
40.45,743000
40.46,743000
40.47,743000
40.48,744000
40.49,744000
40.5,744000
40.51,745000
40.52,745000
40.53,745000
40.54,745000
40.55,746000
40.56,746000
40.57,746000
40.58,747000
40.59,747000
40.6,747000
40.61,748000
40.62,748000
40.63,748000
40.64,749000
40.65,749000
40.66,749000
40.67,750000
40.68,750000
40.69,750000
40.7,751000
40.71,751000
40.72,751000
40.73,751000
40.74,752000
40.75,752000
40.76,752000
40.77,753000
40.78,753000
40.79,753000
40.8,754000
40.81,754000
40.82,754000
40.83,755000
40.84,755000
40.85,755000
40.86,756000
40.87,756000
40.88,756000
40.89,757000
40.9,757000
40.91,757000
40.92,757000
40.93,758000
40.94,758000
40.95,758000
40.96,759000
40.97,759000
40.98,759000
40.99,760000
41,760000
41.01,760000
41.02,761000
41.03,761000
41.04,762000
41.05,762000
41.06,762000
41.07,763000
41.08,763000
41.09,763000
41.1,764000
41.11,764000
41.12,765000
41.13,765000
41.14,765000
41.15,766000
41.16,766000
41.17,767000
41.18,767000
41.19,767000
41.2,768000
41.21,768000
41.22,769000
41.23,769000
41.24,769000
41.25,770000
41.26,770000
41.27,770000
41.28,771000
41.29,771000
41.3,772000
41.31,772000
41.32,772000
41.33,773000
41.34,773000
41.35,774000
41.36,774000
41.37,774000
41.38,775000
41.39,775000
41.4,776000
41.41,776000
41.42,776000
41.43,777000
41.44,777000
41.45,777000
41.46,778000
41.47,778000
41.48,779000
41.49,779000
41.5,779000
41.51,780000
41.52,780000
41.53,781000
41.54,781000
41.55,781000
41.56,782000
41.57,782000
41.58,783000
41.59,783000
41.6,783000
41.61,784000
41.62,784000
41.63,785000
41.64,785000
41.65,785000
41.66,786000
41.67,786000
41.68,787000
41.69,787000
41.7,787000
41.71,788000
41.72,788000
41.73,789000
41.74,789000
41.75,789000
41.76,790000
41.77,790000
41.78,790000
41.79,791000
41.8,791000
41.81,792000
41.82,792000
41.83,792000
41.84,793000
41.85,793000
41.86,794000
41.87,794000
41.88,794000
41.89,795000
41.9,795000
41.91,796000
41.92,796000
41.93,796000
41.94,797000
41.95,797000
